번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
169,부산광역시 중구청,부산광역시 중구 용미길10번길 1,부산광역시 중구 남포동1가 62-1,교통단속,1,200,360도 전방면/수협남포동지점 방면/수협남포동지점 반대편 방면,30,2020-06,051-600-4564,35.10722,129.035,2022-06-08
170,부산광역시 중구청,부산광역시 중구 중구로 42,부산광역시 중구 신창동4가 40-5,교통단속,1,200,360도 전방면,30,2020-01,051-600-4564,35.10671,129.028,2022-06-08
171,부산광역시 중구청,부산광역시 중구 구덕로 73,부산광역시 중구 남포동6가 1,교통단속,1,200,360도 전방면,30,2020-04,051-600-4564,35.10543,129.027,2022-06-08
172,부산광역시 중구청,부산광역시 중구 대청로 112,부산광역시 중구 대청동1가 44,교통단속,1,200,360도 전방면/용두산길 방면,30,2020-04,051-600-4564,35.10657,129.032,2022-06-08
173,부산광역시 중구청,부산광역시 중구 대청로 52,부산광역시 중구 부평동2가 80-7,교통단속,1,200,360도 전방면/보수사거리 동쪽도로 방면/보수사거리 서쪽도로 방면,30,2020-04,051-600-4564,35.11265,129.026,2022-06-08
174,부산광역시 중구청,부산광역시 중구 자갈치로59번길 1,부산광역시 중구 남포동5가 67,교통단속,1,200,360도 전방면,30,2020-06,051-600-4564,35.10493,129.031,2022-06-08
175,부산광역시 중구청,부산광역시 중구 보수대로 22,부산광역시 중구 부평동2가 47-8,교통단속,1,200,360도 전방면,30,2020-06,051-600-4564,35.10729,129.025,2022-06-08
176,부산광역시 중구청,부산광역시 중구 광복중앙로 31,부산광역시 중구 신창동1가 2-1,교통단속,1,200,360도 전방면,30,2020-01,051-600-4564,35.10832,129.031,2022-06-08
177,부산광역시 중구청,부산광역시 중구 충장대로13번길 9,부산광역시 중구 중앙동4가 87-5,교통단속,4,200,360도 전방면,30,2020-09,051-600-4564,35.10765,129.038,2022-06-08
178,부산광역시 중구청,부산광역시 중구 중앙대로81번길 7,부산광역시 중구 중앙동4가 36-15,교통단속,4,200,360도 전방면,30,2020-09,051-600-4564,35.10864,129.035,2022-06-08
179,부산광역시 중구청,부산광역시 중구 중앙대로 22,부산광역시 중구 중앙동6가 72,교통단속,4,200,360도 전방면,30,2020-09,051-600-4564,35.10904,129.037,2022-06-08
180,부산광역시 중구청,부산광역시 중구 구덕로 4-1,부산광역시 중구 광복동1가 41,교통단속,4,200,360도 전방면,30,2020-09,051-600-4564,35.10963,129.035,2022-06-08
181,부산광역시 중구청,부산광역시 중구 중구로 121,부산광역시 중구 동광동5가 15-6,교통단속,1,200,360도 전방면,30,2020-12,051-600-4564,35.10729,129.033,2022-06-08
182,부산광역시 중구청,부산광역시 중구 대영로 216,부산광역시 중구 영주동 510-4,교통단속,1,200,360도 전방면,30,2020-12,051-600-4564,35.10832,129.034,2022-06-08
183,부산광역시 중구청,부산광역시 중구 동영로 87-1,부산광역시 중구 동영로 87-1,교통단속,1,200,360도 전방면,30,2021-09,051-600-4564,35.10765,129.032,2022-06-08
184,부산광역시 중구청,부산광역시 중구 남포로 6가 자갈치로23,부산광역시 중구 남포로 6가 자갈치로23,교통단속,5,200,360도 전방면,30,2021-09,051-600-4564,35.10864,129.027,2022-06-08
185,부산광역시 중구청,부산광역시 중구 남포동1가 용미길10번길,부산광역시 중구 남포동1가 용미길10번길,교통단속,1,200,360도 전방면,30,2021-09,051-600-4564,35.10904,129.035,2022-06-08
186,부산광역시 중구청,흑교로25번길 15,부평동4가 20-1,다목적,1,200,360도 전방면,30,2021-06,051-600-4172,35.110988,129.032805,2022-06-08
187,부산광역시 중구청,망양로 391,영주동 213-37,다목적,1,200,360도 전방면,30,2021-06,051-600-4172,35.110187,129.02996,2022-06-08
188,부산광역시 중구청,망양로383번안길 28,영주동 222-1,다목적,1,200,360도 전방면,30,2021-06,051-600-4172,35.110187,129.038694,2022-06-08
189,부산광역시 중구청,영주로54번길 9-1,영주동 96-21,다목적,1,200,360도 전방면,30,2021-06,051-600-4172,35.101862,129.034732,2022-06-08
190,부산광역시 중구청,동광길93번길 6,동광동5가 16-15,다목적,1,200,360도 전방면,30,2021-06,051-600-4172,35.101072,129.034524,2022-06-08
191,부산광역시 중구청,보수북길 14,보수동1가 27-1,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.1109278,129.0349333,2022-06-08
192,부산광역시 중구청,망양로 306-2,대청동4가 75-190,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10372443,129.0276922,2022-06-08
193,부산광역시 중구청,충장대로9번길 14,중앙동4가 85-13,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.10980797,129.0324972,2022-06-08
194,부산광역시 중구청,초량상로 5,영주동 60-48,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.11444226,129.0315024,2022-06-08
195,부산광역시 중구청,고가길 70,대청동4가 81-76,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.1070099,129.0308266,2022-06-08
196,부산광역시 중구청,망양로278번길 4-4,보수동1가 41-183,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.10334637,129.0293891,2022-06-08
197,부산광역시 중구청,보수대로144번길 8-1,보수동1가 2-204,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.10363378,129.0335325,2022-06-08
198,부산광역시 중구청,보동길84번길 1,보수동1가 41-159,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.11274699,129.0337151,2022-06-08
199,부산광역시 중구청,동영로 20-1,동광동5가 12-152,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.11187807,129.037374,2022-06-08
200,부산광역시 중구청,동영로31번길 11,영주동 450-25,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.10177865,129.0315214,2022-06-08
201,부산광역시 중구청,동영로31번길 10,영주동 289-18,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.10688747,129.0333984,2022-06-08
202,부산광역시 중구청,대청로135번길 12-1,중앙동3가 19-13,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.10180553,129.0236663,2022-06-08
203,부산광역시 중구청,백산길 12,동광동3가 28-5,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.11153975,129.0293949,2022-06-08
204,부산광역시 중구청,대청북길 14,대청동4가 75-167,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.11056152,129.0294759,2022-06-08
205,부산광역시 중구청,보수대로 76,부평동4가 55-19,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.11250073,129.0312041,2022-06-08
206,부산광역시 중구청,흑교로46번길 12,보수동1가 125-34,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.10721828,129.0347358,2022-06-08
207,부산광역시 중구청,보수대로142번길 3,보수동1가 14-29,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.10670693,129.0237261,2022-06-08
208,부산광역시 중구청,보동길 41,보수동1가 59-128,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.10542545,129.0279317,2022-06-08
209,부산광역시 중구청,구덕로 90,남포동6가 63,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.10657167,129.037606,2022-06-08
210,부산광역시 중구청,자갈치로37번길 6,남포동5가 41-1,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.11265012,129.0349761,2022-06-08
211,부산광역시 중구청,태종로 8,남포동1가 33-9,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.10493407,129.0275686,2022-06-08
212,부산광역시 중구청,대영로226번안길 2,영주동 653,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.10729499,129.0260699,2022-06-08
213,부산광역시 중구청,배수지길 48,초량동 1064-94(맞은편),다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.10832498,129.023538,2022-06-08
214,부산광역시 중구청,망양로335번길 5,대청동4가 1-84,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.10764734,129.0256926,2022-06-08
215,부산광역시 중구청,영주로12번길 27,영주동 279-1,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.10864427,129.034394,2022-06-08
216,부산광역시 중구청,동영로7번길 12 윗길,동광동5가 15-52,다목적,1,200,360도 전방면,30,2014-12,051-600-4172,35.1090424,129.0330089,2022-06-08
217,부산광역시 중구청,흑교로45번길 24,보수동3가 55-1,다목적,4,200,360도 전방면,30,2014-12,051-600-4172,35.10963442,129.0333877,2022-06-08
218,부산광역시 중구청,동영로61,영주동 285-11,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.10384341,129.0347878,2022-06-08
219,부산광역시 중구청,중앙대로41번길 3,중앙동1가 21-1,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.10179453,129.0342281,2022-06-08
220,부산광역시 중구청,중구로185번길 4,영주동 517-6,다목적,1,200,360도 전방면,30,2015-12,051-600-4172,35.1053137,129.0287931,2022-06-08
221,부산광역시 중구청,광복중앙로 16,광복동3가 4-1,다목적,4,200,360도 전방면,30,2013-12,051-600-4172,35.10253128,129.0214341,2022-06-08
222,부산광역시 중구청,광복로97번길 16,동광동2가 6-6,다목적,4,200,360도 전방면,30,2015-12,051-600-4172,35.10347839,129.0262386,2022-06-08
223,부산광역시 중구청,중구로 86-1,대청동4가 84-1,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10826779,129.0228611,2022-06-08
224,부산광역시 중구청,중앙대로 105,대창동1가 40,다목적,1,200,360도 전방면,30,2012-06,051-600-4172,35.10570708,129.0261797,2022-06-08
225,부산광역시 중구청,흑교로78번안길 1,보수동1가 37-9,다목적,1,200,360도 전방면,30,2012-06,051-600-4172,35.09757044,129.0260134,2022-06-08
226,부산광역시 중구청,흑교로 24-1,부평동2가 70-4,다목적,1,200,360도 전방면,30,2012-06,051-600-4172,35.09743966,129.0284444,2022-06-08
227,부산광역시 중구청,대청로138번길 12,중앙동2가 52-1,다목적,1,200,360도 전방면,30,2012-06,051-600-4172,35.09725344,129.035681,2022-06-08
228,부산광역시 중구청,망양로319번길 24,보수동1가 산 3-148,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.11149036,129.0332014,2022-06-08
229,부산광역시 중구청,동광길93번길 6,동광동5가 16-15,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.11327144,129.0331798,2022-06-08
230,부산광역시 중구청,망양로350번길 4,대청동4가 6-15,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.10972618,129.0300649,2022-06-08
231,부산광역시 중구청,광복중앙로 33,신창동1가 1-3,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.09906517,129.0271645,2022-06-08
232,부산광역시 중구청,중구로48번길 8-1,신창동3가 37-1,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.11260038,129.0360058,2022-06-08
233,부산광역시 중구청,중앙대로147번길 4,영주동 609-23,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.10143224,129.0287451,2022-06-08
234,부산광역시 중구청,영초길 77,영주동 72-4,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.10416297,129.0271197,2022-06-08
235,부산광역시 중구청,법수길38번길 6,보수동1가 59-23,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.10804818,129.035331,2022-06-08
236,부산광역시 중구청,복병산길 31,대청동1가 9-171,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.09948489,129.0285784,2022-06-08
237,부산광역시 중구청,충장대로5번길 72,중앙동4가 75-1,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.10700402,129.024931,2022-06-08
238,부산광역시 중구청,흑교로78번안길 13-5,보수동1가 34-3,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.11024595,129.0362543,2022-06-08
239,부산광역시 중구청,중구로111번길 6,대청동4가 24-1,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.10575702,129.0279355,2022-06-08
240,부산광역시 중구청,보수대로140번길 61,보수동1가 48-2,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.11035075,129.0358094,2022-06-08
241,부산광역시 중구청,중구로29번길 23,부평동1가 30-27,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.10929581,129.0361648,2022-06-08
242,부산광역시 중구청,초량상로 17-1,영주동 12-30,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.11381299,129.0350621,2022-06-08
243,부산광역시 중구청,영주로78번길 22,영주동 94-2,다목적,1,200,360도 전방면,30,2012-12,051-600-4172,35.1050604,129.0217334,2022-06-08
244,부산광역시 중구청,대청로125번길 12-1,동광동4가 17-1,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10638358,129.0273282,2022-06-08
245,부산광역시 중구청,흑교로31번길 21-2,부평동4가 14-6,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10721828,129.0347358,2022-06-08
246,부산광역시 중구청,대영로 224,영주동 565-2,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10809836,129.0312659,2022-06-08
247,부산광역시 중구청,샘길 45,동광동5가 29-18,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10239677,129.0305586,2022-06-08
248,부산광역시 중구청,구덕로 31,남포동4가 18-2,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10214715,129.0286751,2022-06-08
249,부산광역시 중구청,망양로319번길 26,보수동1가 산 3-148,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.1108514,129.0371204,2022-06-08
250,부산광역시 중구청,중구로53번길 13,부평동2가 7-2,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.11401106,129.0320664,2022-06-08
251,부산광역시 중구청,중앙대로29번길 8,중앙동1가 25-2,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10564141,129.0260114,2022-06-08
252,부산광역시 중구청,중구로97번길 5,대청동4가 43-12,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10399866,129.0324099,2022-06-08
253,부산광역시 중구청,중구로62번길 6,대청동3가 6-2,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.11153694,129.0390106,2022-06-08
254,부산광역시 중구청,중구로148번길 12-8,동광동5가 3-123,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.1069128,129.0243497,2022-06-08
255,부산광역시 중구청,중구로75번길 22,보수동1가 146-13,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10660885,129.0315273,2022-06-08
256,부산광역시 중구청,영초길 104,영주동 73-1,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10618247,129.0246957,2022-06-08
257,부산광역시 중구청,망양로 393-11,영주동 214-9,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10036251,129.0265387,2022-06-08
258,부산광역시 중구청,샘길 10,대청동1가 6-4,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.1137893,129.0356142,2022-06-08
259,부산광역시 중구청,중앙대로41번길 24,동광동3가 47-4,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.113408,129.0312705,2022-06-08
260,부산광역시 중구청,흑교로51번길 10,보수동2가 102,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10375496,129.0340443,2022-06-08
261,부산광역시 중구청,중구로185번길 7,영주동 522-1,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10232499,129.02278,2022-06-08
262,부산광역시 중구청,망양로355번길 10,대청동4가 2-176,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.11182336,129.035267,2022-06-08
263,부산광역시 중구청,영주로6번안길 3,영주동 287-3,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10655413,129.0341446,2022-06-08
264,부산광역시 중구청,광복로49번길 26,신창동1가 5-4,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.09766321,129.032314,2022-06-08
265,부산광역시 중구청,대청로99번길 5-1,대청동4가 94,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10662314,129.0270139,2022-06-08
266,부산광역시 중구청,샘길12,대청동1가 6-27,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10255296,129.0263955,2022-06-08
267,부산광역시 중구청,광복로18번길 10,부평동1가 42-36,다목적,1,200,360도 전방면,30,2013-12,051-600-4172,35.10022056,129.035654,2022-06-08
